mo,inflow,precip,evap,outlow,demand,storage,% full,% redu,deficit
5,981.5551493331029,910.8458202211441,5.424045828072849,614.9325006887685,5276.855540713699,26345.044423037405,0.2003142249550988,1.0,34.325221262851684
6,16472.464311329888,643.9602590835166,1078.397253790823,595.0959684084856,1272.044423037405,40515.931348214086,0.3080623913943579,1.0,85.96356257699958
7,5120.915958011445,662.7187777172367,973.303532917249,614.9325006887685,7725.0180973652705,36986.31195297148,0.28122497323740686,1.0,0.0
8,7176.331310364247,201.70537248040637,331.4980366119562,614.9325006887685,6998.440083842275,36419.47801467314,0.27691505827938956,1.0,0.0
9,8615.531471072336,1804.9622105761155,104.61357574983413,357.05758104509135,8186.978566513478,38191.3219730132,0.33250648076155015,1.0,0.0
10,5038.171538428519,802.9948418161657,343.2717976083004,368.9595004132611,6860.423375327249,36459.83367990907,0.3174315619298139,1.0,0.0
11,1077.5782329837816,891.2278546465022,1721.6788550611673,357.05758104509135,9133.810198186775,27216.093133246322,0.2369524509837317,1.0,0.0
12,2514.3371481043905,320.1104270765354,68.32817166982204,368.9595004132611,2143.0931332463224,27470.159903097843,0.23916444164437126,1.0,68.39126123632118
1,9169.487340015403,812.3091545007337,513.0732363829011,368.9595004132611,2397.159903097843,34172.763757719964,0.29751956276885133,1.0,65.08326641818486
2,861.3345438575182,564.9069091880883,1264.8995447143534,333.25374230875195,8425.885798991772,25574.966124750696,0.22266424785572256,1.0,0.0
3,654.0480719510768,869.4868102852997,894.6350401240561,368.9595004132611,501.9661247506956,25332.94034169906,0.220557090071739,1.0,92.3922449070297
4,4702.831422057814,491.1810351605345,-1.2438181608849845,595.0959684084856,259.9403416990608,29673.16030697075,0.22561951361378457,1.0,96.5548754386771
5,5289.441431965983,1217.298142781201,233.47727077401578,614.9325006887685,4600.160306970749,30731.329803284403,0.233665292513282,1.0,44.75836638825348
6,14972.321828113016,621.8782069819717,633.9093681888335,595.0959684084856,5658.329803284403,39438.19469849767,0.2998678338818692,1.0,10.169269887642727
7,633.6840338938366,564.347003749448,478.784053536554,614.9325006887685,6563.738452934202,32978.77072898143,0.25075368226637335,1.0,0.0
8,716.1082562662511,397.60784181189956,1537.5973142940202,614.9325006887685,7905.770728981428,24034.186283095358,0.18274364318455177,1.0,35.242658786661806
